2400
(0.000000, 0.950000, 0.282785) (0.000000, 0.950000, 0.282785) (0.000000, 0.000000) 
(0.050000, 0.950000, 0.276496) (0.000000, 0.950000, 0.276496) (0.000000, 0.000000) 
(0.000000, 1.000000, 0.270337) (0.000000, 0.950000, 0.270337) (0.000000, 0.000000) 
(0.000000, 1.000000, 0.270337) (0.000000, 0.950000, 0.270337) (0.000000, 0.000000) 
(0.050000, 0.950000, 0.276496) (0.000000, 0.950000, 0.276496) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 1.000000, 0.264323) (0.000000, 0.950000, 0.264323) (0.000000, 0.000000) 
(0.050000, 0.000000, 0.801454) (0.050000, 0.000000, 0.801454) (0.000000, 0.000000) 
(0.100000, 0.000000, 0.834322) (0.050000, 0.000000, 0.834322) (0.000000, 0.000000) 
(0.050000, 0.050000, 0.847134) (0.050000, 0.000000, 0.847134) (0.000000, 0.000000) 
(0.050000, 0.050000, 0.847134) (0.050000, 0.000000, 0.847134) (0.000000, 0.000000) 
(0.100000, 0.000000, 0.834322) (0.050000, 0.000000, 0.834322) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.050000, 0.906673) (0.050000, 0.000000, 0.906673) (0.000000, 0.000000) 
(0.050000, 0.050000, 0.847134) (0.050000, 0.050000, 0.847134) (0.000000, 0.000000) 
(0.100000, 0.050000, 0.906673) (0.050000, 0.050000, 0.906673) (0.000000, 0.000000) 
(0.050000, 0.100000, 0.898149) (0.050000, 0.050000, 0.898149) (0.000000, 0.000000) 
(0.050000, 0.100000, 0.898149) (0.050000, 0.050000, 0.898149) (0.000000, 0.000000) 
(0.100000, 0.050000, 0.906673) (0.050000, 0.050000, 0.906673) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.100000, 0.985739) (0.050000, 0.050000, 0.985739) (0.000000, 0.000000) 
(0.050000, 0.100000, 0.898149) (0.050000, 0.100000, 0.898149) (0.000000, 0.000000) 
(0.100000, 0.100000, 0.985739) (0.050000, 0.100000, 0.985739) (0.000000, 0.000000) 
(0.050000, 0.150000, 0.938149) (0.050000, 0.100000, 0.938149) (0.000000, 0.000000) 
(0.050000, 0.150000, 0.938149) (0.050000, 0.100000, 0.938149) (0.000000, 0.000000) 
(0.100000, 0.100000, 0.985739) (0.050000, 0.100000, 0.985739) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.150000, 1.049510) (0.050000, 0.100000, 1.049510) (0.000000, 0.000000) 
(0.050000, 0.150000, 0.938149) (0.050000, 0.150000, 0.938149) (0.000000, 0.000000) 
(0.100000, 0.150000, 1.049510) (0.050000, 0.150000, 1.049510) (0.000000, 0.000000) 
(0.050000, 0.200000, 0.950296) (0.050000, 0.150000, 0.950296) (0.000000, 0.000000) 
(0.050000, 0.200000, 0.950296) (0.050000, 0.150000, 0.950296) (0.000000, 0.000000) 
(0.100000, 0.150000, 1.049510) (0.050000, 0.150000, 1.049510) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.200000, 1.075322) (0.050000, 0.150000, 1.075322) (0.000000, 0.000000) 
(0.050000, 0.200000, 0.950296) (0.050000, 0.200000, 0.950296) (0.000000, 0.000000) 
(0.100000, 0.200000, 1.075322) (0.050000, 0.200000, 1.075322) (0.000000, 0.000000) 
(0.050000, 0.250000, 0.924119) (0.050000, 0.200000, 0.924119) (0.000000, 0.000000) 
(0.050000, 0.250000, 0.924119) (0.050000, 0.200000, 0.924119) (0.000000, 0.000000) 
(0.100000, 0.200000, 1.075322) (0.050000, 0.200000, 1.075322) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.250000, 1.049081) (0.050000, 0.200000, 1.049081) (0.000000, 0.000000) 
(0.050000, 0.250000, 0.924119) (0.050000, 0.250000, 0.924119) (0.000000, 0.000000) 
(0.100000, 0.250000, 1.049081) (0.050000, 0.250000, 1.049081) (0.000000, 0.000000) 
(0.050000, 0.300000, 0.860228) (0.050000, 0.250000, 0.860228) (0.000000, 0.000000) 
(0.050000, 0.300000, 0.860228) (0.050000, 0.250000, 0.860228) (0.000000, 0.000000) 
(0.100000, 0.250000, 1.049081) (0.050000, 0.250000, 1.049081) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.300000, 0.971628) (0.050000, 0.250000, 0.971628) (0.000000, 0.000000) 
(0.050000, 0.300000, 0.860228) (0.050000, 0.300000, 0.860228) (0.000000, 0.000000) 
(0.100000, 0.300000, 0.971628) (0.050000, 0.300000, 0.971628) (0.000000, 0.000000) 
(0.050000, 0.350000, 0.770011) (0.050000, 0.300000, 0.770011) (0.000000, 0.000000) 
(0.050000, 0.350000, 0.770011) (0.050000, 0.300000, 0.770011) (0.000000, 0.000000) 
(0.100000, 0.300000, 0.971628) (0.050000, 0.300000, 0.971628) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.350000, 0.858323) (0.050000, 0.300000, 0.858323) (0.000000, 0.000000) 
(0.050000, 0.350000, 0.770011) (0.050000, 0.350000, 0.770011) (0.000000, 0.000000) 
(0.100000, 0.350000, 0.858323) (0.050000, 0.350000, 0.858323) (0.000000, 0.000000) 
(0.050000, 0.400000, 0.670490) (0.050000, 0.350000, 0.670490) (0.000000, 0.000000) 
(0.050000, 0.400000, 0.670490) (0.050000, 0.350000, 0.670490) (0.000000, 0.000000) 
(0.100000, 0.350000, 0.858323) (0.050000, 0.350000, 0.858323) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.400000, 0.732116) (0.050000, 0.350000, 0.732116) (0.000000, 0.000000) 
(0.050000, 0.400000, 0.670490) (0.050000, 0.400000, 0.670490) (0.000000, 0.000000) 
(0.100000, 0.400000, 0.732116) (0.050000, 0.400000, 0.732116) (0.000000, 0.000000) 
(0.050000, 0.450000, 0.577484) (0.050000, 0.400000, 0.577484) (0.000000, 0.000000) 
(0.050000, 0.450000, 0.577484) (0.050000, 0.400000, 0.577484) (0.000000, 0.000000) 
(0.100000, 0.400000, 0.732116) (0.050000, 0.400000, 0.732116) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.450000, 0.614339) (0.050000, 0.400000, 0.614339) (0.000000, 0.000000) 
(0.050000, 0.450000, 0.577484) (0.050000, 0.450000, 0.577484) (0.000000, 0.000000) 
(0.100000, 0.450000, 0.614339) (0.050000, 0.450000, 0.614339) (0.000000, 0.000000) 
(0.050000, 0.500000, 0.500768) (0.050000, 0.450000, 0.500768) (0.000000, 0.000000) 
(0.050000, 0.500000, 0.500768) (0.050000, 0.450000, 0.500768) (0.000000, 0.000000) 
(0.100000, 0.450000, 0.614339) (0.050000, 0.450000, 0.614339) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.500000, 0.518177) (0.050000, 0.450000, 0.518177) (0.000000, 0.000000) 
(0.050000, 0.500000, 0.500768) (0.050000, 0.500000, 0.500768) (0.000000, 0.000000) 
(0.100000, 0.500000, 0.518177) (0.050000, 0.500000, 0.518177) (0.000000, 0.000000) 
(0.050000, 0.550000, 0.443005) (0.050000, 0.500000, 0.443005) (0.000000, 0.000000) 
(0.050000, 0.550000, 0.443005) (0.050000, 0.500000, 0.443005) (0.000000, 0.000000) 
(0.100000, 0.500000, 0.518177) (0.050000, 0.500000, 0.518177) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.550000, 0.447233) (0.050000, 0.500000, 0.447233) (0.000000, 0.000000) 
(0.050000, 0.550000, 0.443005) (0.050000, 0.550000, 0.443005) (0.000000, 0.000000) 
(0.100000, 0.550000, 0.447233) (0.050000, 0.550000, 0.447233) (0.000000, 0.000000) 
(0.050000, 0.600000, 0.401723) (0.050000, 0.550000, 0.401723) (0.000000, 0.000000) 
(0.050000, 0.600000, 0.401723) (0.050000, 0.550000, 0.401723) (0.000000, 0.000000) 
(0.100000, 0.550000, 0.447233) (0.050000, 0.550000, 0.447233) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.600000, 0.398193) (0.050000, 0.550000, 0.398193) (0.000000, 0.000000) 
(0.050000, 0.600000, 0.401723) (0.050000, 0.600000, 0.401723) (0.000000, 0.000000) 
(0.100000, 0.600000, 0.398193) (0.050000, 0.600000, 0.398193) (0.000000, 0.000000) 
(0.050000, 0.650000, 0.372303) (0.050000, 0.600000, 0.372303) (0.000000, 0.000000) 
(0.050000, 0.650000, 0.372303) (0.050000, 0.600000, 0.372303) (0.000000, 0.000000) 
(0.100000, 0.600000, 0.398193) (0.050000, 0.600000, 0.398193) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.650000, 0.364843) (0.050000, 0.600000, 0.364843) (0.000000, 0.000000) 
(0.050000, 0.650000, 0.372303) (0.050000, 0.650000, 0.372303) (0.000000, 0.000000) 
(0.100000, 0.650000, 0.364843) (0.050000, 0.650000, 0.364843) (0.000000, 0.000000) 
(0.050000, 0.700000, 0.350294) (0.050000, 0.650000, 0.350294) (0.000000, 0.000000) 
(0.050000, 0.700000, 0.350294) (0.050000, 0.650000, 0.350294) (0.000000, 0.000000) 
(0.100000, 0.650000, 0.364843) (0.050000, 0.650000, 0.364843) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.700000, 0.341203) (0.050000, 0.650000, 0.341203) (0.000000, 0.000000) 
(0.050000, 0.700000, 0.350294) (0.050000, 0.700000, 0.350294) (0.000000, 0.000000) 
(0.100000, 0.700000, 0.341203) (0.050000, 0.700000, 0.341203) (0.000000, 0.000000) 
(0.050000, 0.750000, 0.332476) (0.050000, 0.700000, 0.332476) (0.000000, 0.000000) 
(0.050000, 0.750000, 0.332476) (0.050000, 0.700000, 0.332476) (0.000000, 0.000000) 
(0.100000, 0.700000, 0.341203) (0.050000, 0.700000, 0.341203) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.750000, 0.322943) (0.050000, 0.700000, 0.322943) (0.000000, 0.000000) 
(0.050000, 0.750000, 0.332476) (0.050000, 0.750000, 0.332476) (0.000000, 0.000000) 
(0.100000, 0.750000, 0.322943) (0.050000, 0.750000, 0.322943) (0.000000, 0.000000) 
(0.050000, 0.800000, 0.316926) (0.050000, 0.750000, 0.316926) (0.000000, 0.000000) 
(0.050000, 0.800000, 0.316926) (0.050000, 0.750000, 0.316926) (0.000000, 0.000000) 
(0.100000, 0.750000, 0.322943) (0.050000, 0.750000, 0.322943) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.800000, 0.307493) (0.050000, 0.750000, 0.307493) (0.000000, 0.000000) 
(0.050000, 0.800000, 0.316926) (0.050000, 0.800000, 0.316926) (0.000000, 0.000000) 
(0.100000, 0.800000, 0.307493) (0.050000, 0.800000, 0.307493) (0.000000, 0.000000) 
(0.050000, 0.850000, 0.302666) (0.050000, 0.800000, 0.302666) (0.000000, 0.000000) 
(0.050000, 0.850000, 0.302666) (0.050000, 0.800000, 0.302666) (0.000000, 0.000000) 
(0.100000, 0.800000, 0.307493) (0.050000, 0.800000, 0.307493) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.850000, 0.293541) (0.050000, 0.800000, 0.293541) (0.000000, 0.000000) 
(0.050000, 0.850000, 0.302666) (0.050000, 0.850000, 0.302666) (0.000000, 0.000000) 
(0.100000, 0.850000, 0.293541) (0.050000, 0.850000, 0.293541) (0.000000, 0.000000) 
(0.050000, 0.900000, 0.289251) (0.050000, 0.850000, 0.289251) (0.000000, 0.000000) 
(0.050000, 0.900000, 0.289251) (0.050000, 0.850000, 0.289251) (0.000000, 0.000000) 
(0.100000, 0.850000, 0.293541) (0.050000, 0.850000, 0.293541) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.900000, 0.280498) (0.050000, 0.850000, 0.280498) (0.000000, 0.000000) 
(0.050000, 0.900000, 0.289251) (0.050000, 0.900000, 0.289251) (0.000000, 0.000000) 
(0.100000, 0.900000, 0.280498) (0.050000, 0.900000, 0.280498) (0.000000, 0.000000) 
(0.050000, 0.950000, 0.276496) (0.050000, 0.900000, 0.276496) (0.000000, 0.000000) 
(0.050000, 0.950000, 0.276496) (0.050000, 0.900000, 0.276496) (0.000000, 0.000000) 
(0.100000, 0.900000, 0.280498) (0.050000, 0.900000, 0.280498) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 0.950000, 0.268122) (0.050000, 0.900000, 0.268122) (0.000000, 0.000000) 
(0.050000, 0.950000, 0.276496) (0.050000, 0.950000, 0.276496) (0.000000, 0.000000) 
(0.100000, 0.950000, 0.268122) (0.050000, 0.950000, 0.268122) (0.000000, 0.000000) 
(0.050000, 1.000000, 0.264323) (0.050000, 0.950000, 0.264323) (0.000000, 0.000000) 
(0.050000, 1.000000, 0.264323) (0.050000, 0.950000, 0.264323) (0.000000, 0.000000) 
(0.100000, 0.950000, 0.268122) (0.050000, 0.950000, 0.268122) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.100000, 1.000000, 0.256315) (0.050000, 0.950000, 0.256315) (0.000000, 0.000000) 
(0.100000, 0.000000, 0.834322) (0.100000, 0.000000, 0.834322) (0.000000, 0.000000) 
(0.150000, 0.000000, 0.854567) (0.100000, 0.000000, 0.854567) (0.000000, 0.000000) 
(0.100000, 0.050000, 0.906673) (0.100000, 0.000000, 0.906673) (0.000000, 0.000000) 
(0.100000, 0.050000, 0.906673) (0.100000, 0.000000, 0.906673) (0.000000, 0.000000) 
(0.150000, 0.000000, 0.854567) (0.100000, 0.000000, 0.854567) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.150000, 0.050000, 0.949770) (0.100000, 0.000000, 0.949770) (0.000000, 0.000000) 
(0.100000, 0.050000, 0.906673) (0.100000, 0.050000, 0.906673) (0.000000, 0.000000) 
(0.150000, 0.050000, 0.949770) (0.100000, 0.050000, 0.949770) (0.000000, 0.000000) 
(0.100000, 0.100000, 0.985739) (0.100000, 0.050000, 0.985739) (0.000000, 0.000000) 
(0.100000, 0.100000, 0.985739) (0.100000, 0.050000, 0.985739) (0.000000, 0.000000) 
(0.150000, 0.050000, 0.949770) (0.100000, 0.050000, 0.949770) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.150000, 0.100000, 1.052842) (0.100000, 0.050000, 1.052842) (0.000000, 0.000000) 
(0.100000, 0.100000, 0.985739) (0.100000, 0.100000, 0.985739) (0.000000, 0.000000) 
(0.150000, 0.100000, 1.052842) (0.100000, 0.100000, 1.052842) (0.000000, 0.000000) 
(0.100000, 0.150000, 1.049510) (0.100000, 0.100000, 1.049510) (0.000000, 0.000000) 
(0.100000, 0.150000, 1.049510) (0.100000, 0.100000, 1.049510) (0.000000, 0.000000) 
(0.150000, 0.100000, 1.052842) (0.100000, 0.100000, 1.052842) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.150000, 0.150000, 1.136996) (0.100000, 0.100000, 1.136996) (0.000000, 0.000000) 
(0.100000, 0.150000, 1.049510) (0.100000, 0.150000, 1.049510) (0.000000, 0.000000) 
(0.150000, 0.150000, 1.136996) (0.100000, 0.150000, 1.136996) (0.000000, 0.000000) 
(0.100000, 0.200000, 1.075322) (0.100000, 0.150000, 1.075322) (0.000000, 0.000000) 
(0.100000, 0.200000, 1.075322) (0.100000, 0.150000, 1.075322) (0.000000, 0.000000) 
(0.150000, 0.150000, 1.136996) (0.100000, 0.150000, 1.136996) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.150000, 0.200000, 1.174648) (0.100000, 0.150000, 1.174648) (0.000000, 0.000000) 
(0.100000, 0.200000, 1.075322) (0.100000, 0.200000, 1.075322) (0.000000, 0.000000) 
(0.150000, 0.200000, 1.174648) (0.100000, 0.200000, 1.174648) (0.000000, 0.000000) 
(0.100000, 0.250000, 1.049081) (0.100000, 0.200000, 1.049081) (0.000000, 0.000000) 
(0.100000, 0.250000, 1.049081) (0.100000, 0.200000, 1.049081) (0.000000, 0.000000) 
(0.150000, 0.200000, 1.174648) (0.100000, 0.200000, 1.174648) (-3243868368382467623219067537588224.000000, 0.000000) 
