2400
(0.000000, 0.000000, 0.766421) (0.000000, 0.000000, 0.766421) (0.000000, 0.000000) 
(0.050000, 0.000000, 0.801454) (0.000000, 0.000000, 0.801454) (0.000000, 0.000000) 
(0.000000, 0.050000, 0.786989) (0.000000, 0.000000, 0.786989) (0.000000, 0.000000) 
(0.000000, 0.050000, 0.786989) (0.000000, 0.000000, 0.786989) (0.000000, 0.000000) 
(0.050000, 0.000000, 0.801454) (0.000000, 0.000000, 0.801454) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.050000, 0.847134) (0.000000, 0.000000, 0.847134) (0.000000, 0.000000) 
(0.000000, 0.050000, 0.786989) (0.000000, 0.050000, 0.786989) (0.000000, 0.000000) 
(0.050000, 0.050000, 0.847134) (0.000000, 0.050000, 0.847134) (0.000000, 0.000000) 
(0.000000, 0.100000, 0.811579) (0.000000, 0.050000, 0.811579) (0.000000, 0.000000) 
(0.000000, 0.100000, 0.811579) (0.000000, 0.050000, 0.811579) (0.000000, 0.000000) 
(0.050000, 0.050000, 0.847134) (0.000000, 0.050000, 0.847134) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.100000, 0.898149) (0.000000, 0.050000, 0.898149) (0.000000, 0.000000) 
(0.000000, 0.100000, 0.811579) (0.000000, 0.100000, 0.811579) (0.000000, 0.000000) 
(0.050000, 0.100000, 0.898149) (0.000000, 0.100000, 0.898149) (0.000000, 0.000000) 
(0.000000, 0.150000, 0.829204) (0.000000, 0.100000, 0.829204) (0.000000, 0.000000) 
(0.000000, 0.150000, 0.829204) (0.000000, 0.100000, 0.829204) (0.000000, 0.000000) 
(0.050000, 0.100000, 0.898149) (0.000000, 0.100000, 0.898149) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.150000, 0.938149) (0.000000, 0.100000, 0.938149) (0.000000, 0.000000) 
(0.000000, 0.150000, 0.829204) (0.000000, 0.150000, 0.829204) (0.000000, 0.000000) 
(0.050000, 0.150000, 0.938149) (0.000000, 0.150000, 0.938149) (0.000000, 0.000000) 
(0.000000, 0.200000, 0.828553) (0.000000, 0.150000, 0.828553) (0.000000, 0.000000) 
(0.000000, 0.200000, 0.828553) (0.000000, 0.150000, 0.828553) (0.000000, 0.000000) 
(0.050000, 0.150000, 0.938149) (0.000000, 0.150000, 0.938149) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.200000, 0.950296) (0.000000, 0.150000, 0.950296) (0.000000, 0.000000) 
(0.000000, 0.200000, 0.828553) (0.000000, 0.200000, 0.828553) (0.000000, 0.000000) 
(0.050000, 0.200000, 0.950296) (0.000000, 0.200000, 0.950296) (0.000000, 0.000000) 
(0.000000, 0.250000, 0.802583) (0.000000, 0.200000, 0.802583) (0.000000, 0.000000) 
(0.000000, 0.250000, 0.802583) (0.000000, 0.200000, 0.802583) (0.000000, 0.000000) 
(0.050000, 0.200000, 0.950296) (0.000000, 0.200000, 0.950296) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.250000, 0.924119) (0.000000, 0.200000, 0.924119) (0.000000, 0.000000) 
(0.000000, 0.250000, 0.802583) (0.000000, 0.250000, 0.802583) (0.000000, 0.000000) 
(0.050000, 0.250000, 0.924119) (0.000000, 0.250000, 0.924119) (0.000000, 0.000000) 
(0.000000, 0.300000, 0.751687) (0.000000, 0.250000, 0.751687) (0.000000, 0.000000) 
(0.000000, 0.300000, 0.751687) (0.000000, 0.250000, 0.751687) (0.000000, 0.000000) 
(0.050000, 0.250000, 0.924119) (0.000000, 0.250000, 0.924119) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.300000, 0.860228) (0.000000, 0.250000, 0.860228) (0.000000, 0.000000) 
(0.000000, 0.300000, 0.751687) (0.000000, 0.300000, 0.751687) (0.000000, 0.000000) 
(0.050000, 0.300000, 0.860228) (0.000000, 0.300000, 0.860228) (0.000000, 0.000000) 
(0.000000, 0.350000, 0.683487) (0.000000, 0.300000, 0.683487) (0.000000, 0.000000) 
(0.000000, 0.350000, 0.683487) (0.000000, 0.300000, 0.683487) (0.000000, 0.000000) 
(0.050000, 0.300000, 0.860228) (0.000000, 0.300000, 0.860228) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.350000, 0.770011) (0.000000, 0.300000, 0.770011) (0.000000, 0.000000) 
(0.000000, 0.350000, 0.683487) (0.000000, 0.350000, 0.683487) (0.000000, 0.000000) 
(0.050000, 0.350000, 0.770011) (0.000000, 0.350000, 0.770011) (0.000000, 0.000000) 
(0.000000, 0.400000, 0.609385) (0.000000, 0.350000, 0.609385) (0.000000, 0.000000) 
(0.000000, 0.400000, 0.609385) (0.000000, 0.350000, 0.609385) (0.000000, 0.000000) 
(0.050000, 0.350000, 0.770011) (0.000000, 0.350000, 0.770011) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.400000, 0.670490) (0.000000, 0.350000, 0.670490) (0.000000, 0.000000) 
(0.000000, 0.400000, 0.609385) (0.000000, 0.400000, 0.609385) (0.000000, 0.000000) 
(0.050000, 0.400000, 0.670490) (0.000000, 0.400000, 0.670490) (0.000000, 0.000000) 
(0.000000, 0.450000, 0.539978) (0.000000, 0.400000, 0.539978) (0.000000, 0.000000) 
(0.000000, 0.450000, 0.539978) (0.000000, 0.400000, 0.539978) (0.000000, 0.000000) 
(0.050000, 0.400000, 0.670490) (0.000000, 0.400000, 0.670490) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.450000, 0.577484) (0.000000, 0.400000, 0.577484) (0.000000, 0.000000) 
(0.000000, 0.450000, 0.539978) (0.000000, 0.450000, 0.539978) (0.000000, 0.000000) 
(0.050000, 0.450000, 0.577484) (0.000000, 0.450000, 0.577484) (0.000000, 0.000000) 
(0.000000, 0.500000, 0.481806) (0.000000, 0.450000, 0.481806) (0.000000, 0.000000) 
(0.000000, 0.500000, 0.481806) (0.000000, 0.450000, 0.481806) (0.000000, 0.000000) 
(0.050000, 0.450000, 0.577484) (0.000000, 0.450000, 0.577484) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.500000, 0.500768) (0.000000, 0.450000, 0.500768) (0.000000, 0.000000) 
(0.000000, 0.500000, 0.481806) (0.000000, 0.500000, 0.481806) (0.000000, 0.000000) 
(0.050000, 0.500000, 0.500768) (0.000000, 0.500000, 0.500768) (0.000000, 0.000000) 
(0.000000, 0.550000, 0.436642) (0.000000, 0.500000, 0.436642) (0.000000, 0.000000) 
(0.000000, 0.550000, 0.436642) (0.000000, 0.500000, 0.436642) (0.000000, 0.000000) 
(0.050000, 0.500000, 0.500768) (0.000000, 0.500000, 0.500768) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.550000, 0.443005) (0.000000, 0.500000, 0.443005) (0.000000, 0.000000) 
(0.000000, 0.550000, 0.436642) (0.000000, 0.550000, 0.436642) (0.000000, 0.000000) 
(0.050000, 0.550000, 0.443005) (0.000000, 0.550000, 0.443005) (0.000000, 0.000000) 
(0.000000, 0.600000, 0.402815) (0.000000, 0.550000, 0.402815) (0.000000, 0.000000) 
(0.000000, 0.600000, 0.402815) (0.000000, 0.550000, 0.402815) (0.000000, 0.000000) 
(0.050000, 0.550000, 0.443005) (0.000000, 0.550000, 0.443005) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.600000, 0.401723) (0.000000, 0.550000, 0.401723) (0.000000, 0.000000) 
(0.000000, 0.600000, 0.402815) (0.000000, 0.600000, 0.402815) (0.000000, 0.000000) 
(0.050000, 0.600000, 0.401723) (0.000000, 0.600000, 0.401723) (0.000000, 0.000000) 
(0.000000, 0.650000, 0.377214) (0.000000, 0.600000, 0.377214) (0.000000, 0.000000) 
(0.000000, 0.650000, 0.377214) (0.000000, 0.600000, 0.377214) (0.000000, 0.000000) 
(0.050000, 0.600000, 0.401723) (0.000000, 0.600000, 0.401723) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.650000, 0.372303) (0.000000, 0.600000, 0.372303) (0.000000, 0.000000) 
(0.000000, 0.650000, 0.377214) (0.000000, 0.650000, 0.377214) (0.000000, 0.000000) 
(0.050000, 0.650000, 0.372303) (0.000000, 0.650000, 0.372303) (0.000000, 0.000000) 
(0.000000, 0.700000, 0.356842) (0.000000, 0.650000, 0.356842) (0.000000, 0.000000) 
(0.000000, 0.700000, 0.356842) (0.000000, 0.650000, 0.356842) (0.000000, 0.000000) 
(0.050000, 0.650000, 0.372303) (0.000000, 0.650000, 0.372303) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.700000, 0.350294) (0.000000, 0.650000, 0.350294) (0.000000, 0.000000) 
(0.000000, 0.700000, 0.356842) (0.000000, 0.700000, 0.356842) (0.000000, 0.000000) 
(0.050000, 0.700000, 0.350294) (0.000000, 0.700000, 0.350294) (0.000000, 0.000000) 
(0.000000, 0.750000, 0.339527) (0.000000, 0.700000, 0.339527) (0.000000, 0.000000) 
(0.000000, 0.750000, 0.339527) (0.000000, 0.700000, 0.339527) (0.000000, 0.000000) 
(0.050000, 0.700000, 0.350294) (0.000000, 0.700000, 0.350294) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.750000, 0.332476) (0.000000, 0.700000, 0.332476) (0.000000, 0.000000) 
(0.000000, 0.750000, 0.339527) (0.000000, 0.750000, 0.339527) (0.000000, 0.000000) 
(0.050000, 0.750000, 0.332476) (0.000000, 0.750000, 0.332476) (0.000000, 0.000000) 
(0.000000, 0.800000, 0.323971) (0.000000, 0.750000, 0.323971) (0.000000, 0.000000) 
(0.000000, 0.800000, 0.323971) (0.000000, 0.750000, 0.323971) (0.000000, 0.000000) 
(0.050000, 0.750000, 0.332476) (0.000000, 0.750000, 0.332476) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.800000, 0.316926) (0.000000, 0.750000, 0.316926) (0.000000, 0.000000) 
(0.000000, 0.800000, 0.323971) (0.000000, 0.800000, 0.323971) (0.000000, 0.000000) 
(0.050000, 0.800000, 0.316926) (0.000000, 0.800000, 0.316926) (0.000000, 0.000000) 
(0.000000, 0.850000, 0.309504) (0.000000, 0.800000, 0.309504) (0.000000, 0.000000) 
(0.000000, 0.850000, 0.309504) (0.000000, 0.800000, 0.309504) (0.000000, 0.000000) 
(0.050000, 0.800000, 0.316926) (0.000000, 0.800000, 0.316926) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.850000, 0.302666) (0.000000, 0.800000, 0.302666) (0.000000, 0.000000) 
(0.000000, 0.850000, 0.309504) (0.000000, 0.850000, 0.309504) (0.000000, 0.000000) 
(0.050000, 0.850000, 0.302666) (0.000000, 0.850000, 0.302666) (0.000000, 0.000000) 
(0.000000, 0.900000, 0.295820) (0.000000, 0.850000, 0.295820) (0.000000, 0.000000) 
(0.000000, 0.900000, 0.295820) (0.000000, 0.850000, 0.295820) (0.000000, 0.000000) 
(0.050000, 0.850000, 0.302666) (0.000000, 0.850000, 0.302666) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.900000, 0.289251) (0.000000, 0.850000, 0.289251) (0.000000, 0.000000) 
(0.000000, 0.900000, 0.295820) (0.000000, 0.900000, 0.295820) (0.000000, 0.000000) 
(0.050000, 0.900000, 0.289251) (0.000000, 0.900000, 0.289251) (0.000000, 0.000000) 
(0.000000, 0.950000, 0.282785) (0.000000, 0.900000, 0.282785) (0.000000, 0.000000) 
(0.000000, 0.950000, 0.282785) (0.000000, 0.900000, 0.282785) (0.000000, 0.000000) 
(0.050000, 0.900000, 0.289251) (0.000000, 0.900000, 0.289251) (-3243868368382467623219067537588224.000000, 0.000000) 
(0.050000, 0.950000, 0.276496) (0.000000, 0.900000, 0.276496) (0.000000, 0.000000) 
